"dataElement","period","orgUnit","categoryOptionCombo","attributeOptionCombo","value","storedBy","created","lastUpdated","followUp","comment"
"OGhGWM5qXlg","2016Q1","YEK8pItue0K","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:04:47.653+0000","2016-04-14T18:04:47.651+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","YEK8pItue0K","wGxoultJedR","wGxoultJedR","35","Gonleyen","2016-04-14T18:04:52.774+0000","2016-04-14T18:04:52.772+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","YEK8pItue0K","wGxoultJedR","wGxoultJedR","1","Gonleyen","2016-04-14T18:05:02.809+0000","2016-04-14T18:05:02.807+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","YEK8pItue0K","wGxoultJedR","wGxoultJedR","8","Gonleyen","2016-04-14T18:05:07.791+0000","2016-04-14T18:05:07.788+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","YEK8pItue0K","wGxoultJedR","wGxoultJedR","8","Gonleyen","2016-04-14T18:05:10.491+0000","2016-04-14T18:05:10.489+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","CQaV7d4fwuf","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T18:14:42.917+0000","2016-04-14T18:14:42.915+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","L6K4xUpdT6c","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:20:17.675+0000","2016-04-14T18:20:17.672+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","oFne9nSZf6o","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:24:03.733+0000","2016-04-14T18:21:28.018+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","epM9RSd8BVT","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:25:58.006+0000","2016-04-14T18:21:48.626+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","djTh19pqo2S","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:28:15.227+0000","2016-04-14T18:22:11.233+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:50:08.122+0000","2016-04-14T17:50:08.120+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","8","Gonleyen","2016-04-14T17:50:35.366+0000","2016-04-14T17:50:35.364+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","1","Gonleyen","2016-04-14T17:50:40.589+0000","2016-04-14T17:50:40.586+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","5","Gonleyen","2016-04-14T17:50:59.939+0000","2016-04-14T17:50:59.937+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:52:05.781+0000","2016-04-14T17:52:05.779+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:52:06.142+0000","2016-04-14T17:52:06.140+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:50:08.641+0000","2016-04-14T17:50:08.639+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","Q82yGimTJbT","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:55:17.376+0000","2016-04-14T17:55:17.374+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","Q82yGimTJbT","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:55:17.466+0000","2016-04-14T17:55:17.465+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","Q82yGimTJbT","wGxoultJedR","wGxoultJedR","5","Gonleyen","2016-04-14T17:55:23.831+0000","2016-04-14T17:55:23.829+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","PZjbi2lwP92","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T18:11:41.460+0000","2016-04-14T18:11:41.458+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","PZjbi2lwP92","wGxoultJedR","wGxoultJedR","21","Gonleyen","2016-04-14T18:11:44.337+0000","2016-04-14T18:11:44.335+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","PZjbi2lwP92","wGxoultJedR","wGxoultJedR","21","Gonleyen","2016-04-14T18:11:50.577+0000","2016-04-14T18:11:50.575+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","PZjbi2lwP92","wGxoultJedR","wGxoultJedR","11","Gonleyen","2016-04-14T18:12:04.808+0000","2016-04-14T18:12:04.806+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","NDIzeah3Lua","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T18:12:38.396+0000","2016-04-14T18:12:38.394+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","NDIzeah3Lua","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:12:39.829+0000","2016-04-14T18:12:39.827+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","NDIzeah3Lua","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:12:40.750+0000","2016-04-14T18:12:40.748+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","NDIzeah3Lua","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:12:41.365+0000","2016-04-14T18:12:41.363+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","NDIzeah3Lua","wGxoultJedR","wGxoultJedR","19","Gonleyen","2016-04-14T18:12:44.850+0000","2016-04-14T18:12:44.847+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","l4wFmU7ozI5","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T18:14:04.019+0000","2016-04-14T18:14:04.017+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","l4wFmU7ozI5","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:14:04.386+0000","2016-04-14T18:14:04.384+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","l4wFmU7ozI5","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:14:04.639+0000","2016-04-14T18:14:04.637+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","12","Gonleyen","2016-04-14T17:52:17.967+0000","2016-04-14T17:52:17.965+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","5","Gonleyen","2016-04-14T17:52:32.201+0000","2016-04-14T17:52:32.199+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","5","Gonleyen","2016-04-14T17:52:37.219+0000","2016-04-14T17:52:37.217+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","9","Gonleyen","2016-04-14T17:53:27.606+0000","2016-04-14T17:53:27.604+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","1","Gonleyen","2016-04-14T17:53:49.313+0000","2016-04-14T17:53:49.311+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","7","Gonleyen","2016-04-14T17:53:52.588+0000","2016-04-14T17:53:52.586+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","7","Gonleyen","2016-04-14T17:53:58.430+0000","2016-04-14T17:53:58.427+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:54:10.026+0000","2016-04-14T17:54:10.024+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","13","Gonleyen","2016-04-14T17:54:27.507+0000","2016-04-14T17:54:27.505+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","1","Gonleyen","2016-04-14T17:54:30.449+0000","2016-04-14T17:54:30.447+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","8","Gonleyen","2016-04-14T17:54:32.012+0000","2016-04-14T17:54:32.010+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","8","Gonleyen","2016-04-14T17:54:38.111+0000","2016-04-14T17:54:38.109+0000",FALSE,NA
"lfhUkDW78Ir","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","false","Gonleyen","2016-04-14T17:54:38.193+0000","2016-04-14T17:54:52.494+0000",FALSE,"January"
"oXdtI8X8dlF","2016Q1","Q82yGimTJbT","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:55:34.068+0000","2016-04-14T17:55:34.066+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:54:23.414+0000","2016-04-14T17:56:30.079+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:53:23.095+0000","2016-04-14T17:56:55.680+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:52:20.426+0000","2016-04-14T17:57:23.536+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:52:14.384+0000","2016-04-14T17:52:14.382+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","12","Gonleyen","2016-04-14T17:52:25.676+0000","2016-04-14T17:52:25.673+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","1","Gonleyen","2016-04-14T17:52:30.169+0000","2016-04-14T17:52:30.167+0000",FALSE,NA
"lfhUkDW78Ir","2016Q1","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","false","Gonleyen","2016-04-14T17:52:37.391+0000","2016-04-14T17:52:53.398+0000",FALSE,"February"
"OkdjDuBoeN2","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:53:14.808+0000","2016-04-14T17:53:14.805+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:53:14.888+0000","2016-04-14T17:53:14.886+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:53:15.333+0000","2016-04-14T17:53:15.331+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:53:15.825+0000","2016-04-14T17:53:15.822+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","9","Gonleyen","2016-04-14T17:53:19.826+0000","2016-04-14T17:53:19.824+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:54:09.894+0000","2016-04-14T17:54:09.892+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:54:12.043+0000","2016-04-14T17:54:12.041+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:54:12.761+0000","2016-04-14T17:54:12.759+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","lzPS9B316fM","wGxoultJedR","wGxoultJedR","13","Gonleyen","2016-04-14T17:54:20.861+0000","2016-04-14T17:54:20.858+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","Q82yGimTJbT","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:55:17.991+0000","2016-04-14T17:55:17.988+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","Q82yGimTJbT","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T17:55:18.419+0000","2016-04-14T17:55:18.417+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","tVmbYBtqj9r","wGxoultJedR","wGxoultJedR","8","Gonleyen","2016-04-14T18:01:29.710+0000","2016-04-14T18:01:29.708+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","7","Gonleyen","2016-04-14T18:05:54.113+0000","2016-04-14T18:05:54.111+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T18:05:57.494+0000","2016-04-14T18:05:57.492+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","9","Gonleyen","2016-04-14T18:06:10.701+0000","2016-04-14T18:06:10.699+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","9","Gonleyen","2016-04-14T18:06:14.593+0000","2016-04-14T18:06:14.591+0000",FALSE,NA
"lfhUkDW78Ir","2016Q1","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","false","Gonleyen","2016-04-14T18:10:37.627+0000","2016-04-14T18:10:48.004+0000",FALSE,"March 2016"
"zzHaQVGkRPA","2016Q1","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:05:50.663+0000","2016-04-14T18:05:50.661+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:05:51.173+0000","2016-04-14T18:05:51.171+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","bMawM1EYe2A","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:06:49.307+0000","2016-04-14T18:06:49.305+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","bMawM1EYe2A","wGxoultJedR","wGxoultJedR","5","Gonleyen","2016-04-14T18:06:53.106+0000","2016-04-14T18:06:53.104+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","bMawM1EYe2A","wGxoultJedR","wGxoultJedR","1","Gonleyen","2016-04-14T18:07:04.053+0000","2016-04-14T18:07:04.051+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","bMawM1EYe2A","wGxoultJedR","wGxoultJedR","8","Gonleyen","2016-04-14T18:07:21.360+0000","2016-04-14T18:07:21.358+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","gyOabKSvwfZ","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:35:25.621+0000","2016-04-14T18:23:52.609+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","MFwKKp5GeAt","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:37:33.009+0000","2016-04-14T18:24:41.557+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","oxYQG9jGsbn","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:31:14.018+0000","2016-04-14T18:23:19.541+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","XLHZvwRqH69","wGxoultJedR","wGxoultJedR","true","Gonleyen","2016-04-14T18:22:45.441+0000","2016-04-14T18:22:45.439+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","bpis1Qwsa9w","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T17:36:13.239+0000","2016-04-14T18:24:20.056+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","3","Melvinfania","2016-04-19T10:18:08.542+0000","2016-04-19T10:18:08.539+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:18:49.748+0000","2016-04-19T10:18:49.746+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:19:23.652+0000","2016-04-19T10:19:23.650+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:19:33.137+0000","2016-04-19T10:19:33.135+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","26","Melvinfania","2016-04-19T10:21:18.550+0000","2016-04-19T10:21:18.548+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:21:23.792+0000","2016-04-19T10:21:23.791+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","26","Melvinfania","2016-04-19T10:21:32.895+0000","2016-04-19T10:21:32.893+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:21:53.183+0000","2016-04-19T10:21:53.181+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","8","Melvinfania","2016-04-19T10:22:02.850+0000","2016-04-19T10:22:02.848+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","RBlygD1hv58","wGxoultJedR","wGxoultJedR","8","Melvinfania","2016-04-19T10:22:54.347+0000","2016-04-19T10:22:54.345+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","3","Melvinfania","2016-04-19T10:34:11.219+0000","2016-04-19T10:34:11.215+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:34:15.119+0000","2016-04-19T10:34:15.117+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:34:17.351+0000","2016-04-19T10:34:17.349+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","14","Melvinfania","2016-04-19T10:34:30.064+0000","2016-04-19T10:34:30.062+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","14","Melvinfania","2016-04-19T10:34:52.600+0000","2016-04-19T10:34:52.599+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:35:09.499+0000","2016-04-19T10:35:09.497+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","7","Melvinfania","2016-04-19T10:35:29.706+0000","2016-04-19T10:35:29.704+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","7","Melvinfania","2016-04-19T10:35:44.604+0000","2016-04-19T10:35:44.602+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","3","Melvinfania","2016-04-19T10:36:02.772+0000","2016-04-19T10:36:02.770+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:36:02.911+0000","2016-04-19T10:36:02.909+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:36:04.071+0000","2016-04-19T10:36:04.069+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:36:08.536+0000","2016-04-19T10:36:08.534+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","24","Melvinfania","2016-04-19T10:36:42.449+0000","2016-04-19T10:36:42.447+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:36:46.603+0000","2016-04-19T10:36:46.600+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","24","Melvinfania","2016-04-19T10:36:52.399+0000","2016-04-19T10:36:52.396+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:36:57.037+0000","2016-04-19T10:36:57.035+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","9","Melvinfania","2016-04-19T10:37:07.780+0000","2016-04-19T10:37:07.777+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","9","Melvinfania","2016-04-19T10:37:10.334+0000","2016-04-19T10:37:10.332+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","3","Melvinfania","2016-04-19T10:37:55.556+0000","2016-04-19T10:37:55.554+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:37:57.716+0000","2016-04-19T10:37:57.714+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:37:59.595+0000","2016-04-19T10:37:59.593+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:38:00.496+0000","2016-04-19T10:38:00.494+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","13","Melvinfania","2016-04-19T10:38:25.969+0000","2016-04-19T10:38:25.967+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:38:28.991+0000","2016-04-19T10:38:28.989+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","13","Melvinfania","2016-04-19T10:38:34.240+0000","2016-04-19T10:38:34.238+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:38:39.466+0000","2016-04-19T10:38:39.464+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","6","Melvinfania","2016-04-19T10:38:58.463+0000","2016-04-19T10:38:58.461+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","hamzcCAyx89","wGxoultJedR","wGxoultJedR","6","Melvinfania","2016-04-19T10:39:03.364+0000","2016-04-19T10:39:03.362+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","3","Melvinfania","2016-04-19T10:39:49.652+0000","2016-04-19T10:39:49.650+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:39:51.762+0000","2016-04-19T10:39:51.760+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:39:52.821+0000","2016-04-19T10:39:52.818+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","9","Melvinfania","2016-04-19T10:40:12.799+0000","2016-04-19T10:40:12.797+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","9","Melvinfania","2016-04-19T10:41:03.373+0000","2016-04-19T10:41:03.371+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:41:12.873+0000","2016-04-19T10:41:12.871+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","8","Melvinfania","2016-04-19T10:41:27.948+0000","2016-04-19T10:41:27.946+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","8","Melvinfania","2016-04-19T10:41:30.892+0000","2016-04-19T10:41:30.889+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","3","Melvinfania","2016-04-19T10:41:53.107+0000","2016-04-19T10:41:53.105+0000",FALSE,NA
"MZYkGxCV6RA","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:41:55.401+0000","2016-04-19T10:41:55.399+0000",FALSE,NA
"zzHaQVGkRPA","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:41:56.878+0000","2016-04-19T10:41:56.875+0000",FALSE,NA
"OGhGWM5qXlg","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","true","Melvinfania","2016-04-19T10:41:57.880+0000","2016-04-19T10:41:57.878+0000",FALSE,NA
"tVr3DNBPDif","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","16","Melvinfania","2016-04-19T10:42:12.139+0000","2016-04-19T10:42:12.137+0000",FALSE,NA
"oXdtI8X8dlF","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:42:14.590+0000","2016-04-19T10:42:14.588+0000",FALSE,NA
"UOY2PKzbA81","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","16","Melvinfania","2016-04-19T10:42:18.238+0000","2016-04-19T10:42:18.236+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","1","Melvinfania","2016-04-19T10:42:22.445+0000","2016-04-19T10:42:22.443+0000",FALSE,NA
"tlN5zuDnVpl","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","7","Melvinfania","2016-04-19T10:42:33.389+0000","2016-04-19T10:42:33.387+0000",FALSE,NA
"wZX2UPMhT1y","2016Q1","vu9iphJtByH","wGxoultJedR","wGxoultJedR","7","Melvinfania","2016-04-19T10:42:46.808+0000","2016-04-19T10:42:46.806+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","p8zy7wk9S1Z","wGxoultJedR","wGxoultJedR","3","Melvinfania","2016-04-19T10:50:00.350+0000","2016-04-19T10:50:00.348+0000",FALSE,NA
