"dataElement","period","orgUnit","categoryOptionCombo","attributeOptionCombo","value","storedBy","created","lastUpdated","followUp","comment"
"wZX2UPMhT1y","2016Q4","RBlygD1hv58","wGxoultJedR","wGxoultJedR","11","Elijah Joe","2017-01-31T17:55:32.096+0000","2017-01-31T17:55:32.093+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","6","Elijah Joe","2017-01-31T17:56:56.749+0000","2017-01-31T17:56:56.747+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","6","Elijah Joe","2017-01-31T17:57:03.257+0000","2017-01-31T17:57:03.255+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","8","Elijah Joe","2017-01-31T17:40:59.668+0000","2017-01-31T17:40:59.666+0000",FALSE,NA
"lfhUkDW78Ir","2016Q4","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","true","Elijah Joe","2017-01-31T17:41:00.195+0000","2017-01-31T17:44:50.761+0000",FALSE,"28 days"
"hqQ7P1k0igt","2016Q4","MtWp5Tzc10M","wGxoultJedR","wGxoultJedR","true","Elijah Joe","2017-01-31T17:41:07.320+0000","2017-01-31T17:44:55.031+0000",FALSE,"17 days"
"wZX2UPMhT1y","2016Q4","vu9iphJtByH","wGxoultJedR","wGxoultJedR","11","Elijah Joe","2017-01-31T17:47:19.633+0000","2017-01-31T17:47:19.631+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","vu9iphJtByH","wGxoultJedR","wGxoultJedR","1","Elijah Joe","2017-01-31T17:47:24.436+0000","2017-01-31T17:47:24.434+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","RBlygD1hv58","wGxoultJedR","wGxoultJedR","26","Elijah Joe","2017-01-31T17:53:24.206+0000","2017-01-31T17:53:24.204+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","W9Fj8i0ByRG","wGxoultJedR","wGxoultJedR","8","Elijah Joe","2017-01-31T18:51:29.976+0000","2017-01-31T18:51:29.974+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","3","Elijah Joe","2017-01-31T17:56:21.672+0000","2017-01-31T17:56:21.670+0000",FALSE,NA
"NNeNhVfGCb7","2016Q4","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","100","Elijah Joe","2017-01-31T17:57:13.314+0000","2017-01-31T17:57:13.312+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","10","Elijah Joe","2017-01-31T17:57:41.096+0000","2017-01-31T17:57:41.092+0000",FALSE,NA
"hqQ7P1k0igt","2016Q4","Hgg85dHE0ad","wGxoultJedR","wGxoultJedR","false","Elijah Joe","2017-01-31T17:59:54.802+0000","2017-01-31T18:02:14.621+0000",FALSE,"26 days"
"wZX2UPMhT1y","2016Q4","p8zy7wk9S1Z","wGxoultJedR","wGxoultJedR","13","Elijah Joe","2017-01-31T18:18:32.773+0000","2017-01-31T18:18:32.772+0000",FALSE,NA
"lfhUkDW78Ir","2016Q4","p8zy7wk9S1Z","wGxoultJedR","wGxoultJedR","false","Elijah Joe","2017-01-31T18:20:22.187+0000","2017-01-31T18:21:29.795+0000",FALSE,"30 days"
"OkdjDuBoeN2","2016Q4","W9Fj8i0ByRG","wGxoultJedR","wGxoultJedR","3","Elijah Joe","2017-01-31T18:25:44.373+0000","2017-01-31T18:25:44.371+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","hV3nQJCIHU8","wGxoultJedR","wGxoultJedR","1","Elijah Joe","2017-01-31T18:27:34.282+0000","2017-01-31T18:27:34.281+0000",FALSE,NA
"NNeNhVfGCb7","2016Q4","hV3nQJCIHU8","wGxoultJedR","wGxoultJedR","100","Elijah Joe","2017-01-31T18:27:41.325+0000","2017-01-31T18:27:41.324+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","p8zy7wk9S1Z","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:18:29.735+0000","2017-01-31T18:18:29.733+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","p8zy7wk9S1Z","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:19:53.702+0000","2017-01-31T18:19:53.700+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","hV3nQJCIHU8","wGxoultJedR","wGxoultJedR","12","Elijah Joe","2017-01-31T18:27:26.704+0000","2017-01-31T18:27:26.703+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","ANUiTJyyqGx","wGxoultJedR","wGxoultJedR","14","Elijah Joe","2017-01-31T18:15:00.532+0000","2017-01-31T18:15:00.531+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","ciDLZQMcVxx","wGxoultJedR","wGxoultJedR","3","Elijah Joe","2017-01-31T18:33:28.137+0000","2017-01-31T18:40:20.685+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","hV3nQJCIHU8","wGxoultJedR","wGxoultJedR","12","Elijah Joe","2017-01-31T18:27:46.117+0000","2017-01-31T18:27:46.109+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","hV3nQJCIHU8","wGxoultJedR","wGxoultJedR","3","Elijah Joe","2017-01-31T18:27:59.346+0000","2017-01-31T18:27:59.345+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","ciDLZQMcVxx","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:34:20.170+0000","2017-01-31T18:40:47.379+0000",FALSE,NA
"lfhUkDW78Ir","2016Q4","hV3nQJCIHU8","wGxoultJedR","wGxoultJedR","false","Elijah Joe","2017-01-31T18:30:16.585+0000","2017-01-31T18:30:35.783+0000",FALSE,"17 days"
"tlN5zuDnVpl","2016Q4","hV3nQJCIHU8","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:27:28.986+0000","2017-01-31T18:27:28.984+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","ciDLZQMcVxx","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:33:51.295+0000","2017-01-31T18:40:25.453+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","ciDLZQMcVxx","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:33:58.814+0000","2017-01-31T18:40:31.444+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","ciDLZQMcVxx","wGxoultJedR","wGxoultJedR","1","Elijah Joe","2017-01-31T18:34:02.122+0000","2017-01-31T18:40:35.697+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","HlVJjgfq0VN","wGxoultJedR","wGxoultJedR","4","Elijah Joe","2017-01-31T18:45:23.956+0000","2017-01-31T18:45:23.954+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","ciDLZQMcVxx","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:33:54.311+0000","2017-01-31T18:40:28.163+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","HlVJjgfq0VN","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:43:59.555+0000","2017-01-31T18:43:59.554+0000",FALSE,NA
"NNeNhVfGCb7","2016Q4","ciDLZQMcVxx","wGxoultJedR","wGxoultJedR","100","Elijah Joe","2017-01-31T18:34:06.752+0000","2017-01-31T18:40:40.650+0000",FALSE,NA
"lfhUkDW78Ir","2016Q4","HlVJjgfq0VN","wGxoultJedR","wGxoultJedR","false","Elijah Joe","2017-01-31T18:45:24.095+0000","2017-01-31T18:45:38.326+0000",FALSE,"29 day"
"OkdjDuBoeN2","2016Q4","oftJjHg5DtE","wGxoultJedR","wGxoultJedR","3","Elijah Joe","2017-01-31T18:47:28.438+0000","2017-01-31T18:47:28.436+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","HlVJjgfq0VN","wGxoultJedR","wGxoultJedR","3","Elijah Joe","2017-01-31T18:43:28.159+0000","2017-01-31T18:43:28.156+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","HlVJjgfq0VN","wGxoultJedR","wGxoultJedR","1","Elijah Joe","2017-01-31T18:44:02.091+0000","2017-01-31T18:44:02.089+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","HlVJjgfq0VN","wGxoultJedR","wGxoultJedR","4","Elijah Joe","2017-01-31T18:43:48.043+0000","2017-01-31T18:43:48.041+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","HlVJjgfq0VN","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:43:55.402+0000","2017-01-31T18:43:55.400+0000",FALSE,NA
"NNeNhVfGCb7","2016Q4","HlVJjgfq0VN","wGxoultJedR","wGxoultJedR","100","Elijah Joe","2017-01-31T18:44:07.527+0000","2017-01-31T18:44:07.526+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","W9Fj8i0ByRG","wGxoultJedR","wGxoultJedR","4","Elijah Joe","2017-01-31T18:51:18.245+0000","2017-01-31T18:51:18.244+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","lnExiU8Y8AZ","wGxoultJedR","wGxoultJedR","3","Elijah Joe","2017-01-31T18:54:25.778+0000","2017-01-31T18:54:25.776+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","MoZLR24JksC","wGxoultJedR","wGxoultJedR","5","Elijah Joe","2017-01-31T19:01:07.673+0000","2017-01-31T19:01:07.672+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","MoZLR24JksC","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T19:01:13.155+0000","2017-01-31T19:01:13.153+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","p12RZhGcoIT","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T19:03:32.103+0000","2017-01-31T19:03:32.101+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","oftJjHg5DtE","wGxoultJedR","wGxoultJedR","15","Elijah Joe","2017-01-31T18:50:13.223+0000","2017-01-31T18:50:13.218+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","oftJjHg5DtE","wGxoultJedR","wGxoultJedR","1","Elijah Joe","2017-01-31T18:50:18.306+0000","2017-01-31T18:50:18.304+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","W9Fj8i0ByRG","wGxoultJedR","wGxoultJedR","8","Elijah Joe","2017-01-31T18:51:24.856+0000","2017-01-31T18:51:24.854+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","lnExiU8Y8AZ","wGxoultJedR","wGxoultJedR","16","Elijah Joe","2017-01-31T18:59:10.985+0000","2017-01-31T18:59:10.983+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","MoZLR24JksC","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T19:01:15.698+0000","2017-01-31T19:01:15.696+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","MoZLR24JksC","wGxoultJedR","wGxoultJedR","1","Elijah Joe","2017-01-31T19:01:18.119+0000","2017-01-31T19:01:18.117+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","MoZLR24JksC","wGxoultJedR","wGxoultJedR","5","Elijah Joe","2017-01-31T19:01:28.383+0000","2017-01-31T19:01:28.381+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","MoZLR24JksC","wGxoultJedR","wGxoultJedR","3","Elijah Joe","2017-01-31T19:01:58.724+0000","2017-01-31T19:01:58.722+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","oftJjHg5DtE","wGxoultJedR","wGxoultJedR","18","Elijah Joe","2017-01-31T18:49:43.202+0000","2017-01-31T18:49:43.201+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","p12RZhGcoIT","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T19:03:22.975+0000","2017-01-31T19:03:22.973+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","oftJjHg5DtE","wGxoultJedR","wGxoultJedR","15","Elijah Joe","2017-01-31T18:50:15.746+0000","2017-01-31T18:50:15.744+0000",FALSE,NA
"NNeNhVfGCb7","2016Q4","lnExiU8Y8AZ","wGxoultJedR","wGxoultJedR","100","Elijah Joe","2017-01-31T18:57:42.483+0000","2017-01-31T18:57:42.481+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","p12RZhGcoIT","wGxoultJedR","wGxoultJedR","3","Elijah Joe","2017-01-31T19:02:47.286+0000","2017-01-31T19:02:47.281+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","oftJjHg5DtE","wGxoultJedR","wGxoultJedR","18","Elijah Joe","2017-01-31T18:50:46.851+0000","2017-01-31T18:50:46.849+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","lnExiU8Y8AZ","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:57:31.666+0000","2017-01-31T18:57:31.664+0000",FALSE,NA
"NNeNhVfGCb7","2016Q4","oftJjHg5DtE","wGxoultJedR","wGxoultJedR","100","Elijah Joe","2017-01-31T18:50:23.673+0000","2017-01-31T18:50:23.670+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","W9Fj8i0ByRG","wGxoultJedR","wGxoultJedR","1","Elijah Joe","2017-01-31T18:51:33.127+0000","2017-01-31T18:51:33.125+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","W9Fj8i0ByRG","wGxoultJedR","wGxoultJedR","4","Elijah Joe","2017-01-31T18:51:43.081+0000","2017-01-31T18:51:43.079+0000",FALSE,NA
"NNeNhVfGCb7","2016Q4","W9Fj8i0ByRG","wGxoultJedR","wGxoultJedR","100","Elijah Joe","2017-01-31T18:51:37.349+0000","2017-01-31T18:51:37.347+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","lnExiU8Y8AZ","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T18:57:35.215+0000","2017-01-31T18:57:35.213+0000",FALSE,NA
"NNeNhVfGCb7","2016Q4","MoZLR24JksC","wGxoultJedR","wGxoultJedR","100","Elijah Joe","2017-01-31T19:01:20.932+0000","2017-01-31T19:01:20.929+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","lnExiU8Y8AZ","wGxoultJedR","wGxoultJedR","1","Elijah Joe","2017-01-31T18:57:38.521+0000","2017-01-31T18:57:38.519+0000",FALSE,NA
"hqQ7P1k0igt","2016Q4","lnExiU8Y8AZ","wGxoultJedR","wGxoultJedR","false","Elijah Joe","2017-01-31T18:58:25.964+0000","2017-01-31T18:58:40.674+0000",FALSE,"30 days"
"ZjX6dK8ZNm4","2016Q4","p12RZhGcoIT","wGxoultJedR","wGxoultJedR","1","Elijah Joe","2017-01-31T19:03:41.283+0000","2017-01-31T19:03:41.281+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","p12RZhGcoIT","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T19:03:45.084+0000","2017-01-31T19:03:45.083+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","lnExiU8Y8AZ","wGxoultJedR","wGxoultJedR","16","Elijah Joe","2017-01-31T18:59:26.268+0000","2017-01-31T18:59:26.266+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","p12RZhGcoIT","wGxoultJedR","wGxoultJedR","9","Elijah Joe","2017-01-31T19:03:49.401+0000","2017-01-31T19:03:49.400+0000",FALSE,NA
"NNeNhVfGCb7","2016Q4","p12RZhGcoIT","wGxoultJedR","wGxoultJedR","100","Elijah Joe","2017-01-31T19:03:36.926+0000","2017-01-31T19:03:36.924+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","TpSlKCM8kqK","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-10T23:27:24.650+0000","2017-02-10T23:27:24.648+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","TpSlKCM8kqK","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-10T23:27:20.400+0000","2017-02-10T23:27:20.399+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","TpSlKCM8kqK","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-10T23:26:57.529+0000","2017-02-10T23:26:57.528+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","TpSlKCM8kqK","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:07:19.691+0000","2017-02-24T13:07:19.688+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","gyOabKSvwfZ","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:04:23.047+0000","2017-02-22T14:04:23.044+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:06:24.716+0000","2017-02-22T14:06:24.714+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","gQaYL5j0hei","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:06:29.077+0000","2017-02-22T14:06:29.074+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","gyOabKSvwfZ","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:06:49.036+0000","2017-02-22T14:06:49.034+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","MFwKKp5GeAt","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:17:34.123+0000","2017-02-22T14:17:34.122+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","gQaYL5j0hei","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:18:01.594+0000","2017-02-22T14:18:01.592+0000",FALSE,NA
"OkdjDuBoeN2","2016Q1","Cr3Wn6726c6","wGxoultJedR","wGxoultJedR","3","Gonleyen","2016-04-14T16:46:32.737+0000","2016-04-14T16:46:57.399+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","23","Emmanuel Menson","2017-02-22T14:13:30.933+0000","2017-02-24T11:36:13.713+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","gQaYL5j0hei","wGxoultJedR","wGxoultJedR","17","Emmanuel Menson","2017-02-22T14:14:52.799+0000","2017-02-24T12:16:01.172+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","oxYQG9jGsbn","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T12:40:21.967+0000","2017-02-24T12:40:21.956+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","MFwKKp5GeAt","wGxoultJedR","wGxoultJedR","31","Emmanuel Menson","2017-02-22T14:12:15.065+0000","2017-02-24T12:43:24.315+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","djTh19pqo2S","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:32:49.221+0000","2017-02-24T13:32:49.218+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","bpis1Qwsa9w","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:04:47.996+0000","2017-02-22T14:04:47.994+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","CDRcCPeTpim","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:06:29.557+0000","2017-02-22T14:06:29.554+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","bpis1Qwsa9w","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:06:53.522+0000","2017-02-22T14:06:53.519+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","gQaYL5j0hei","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:07:05.967+0000","2017-02-22T14:07:05.965+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:07:37.036+0000","2017-02-22T14:07:37.033+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","gQaYL5j0hei","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:07:38.552+0000","2017-02-22T14:07:38.550+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","L6K4xUpdT6c","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:07:23.781+0000","2017-02-24T11:07:23.779+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","L6K4xUpdT6c","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:07:27.294+0000","2017-02-24T11:07:27.291+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","oFne9nSZf6o","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:25:41.497+0000","2017-02-24T11:25:41.493+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","MFwKKp5GeAt","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:04:53.421+0000","2017-02-22T14:04:53.418+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","oFne9nSZf6o","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:25:48.114+0000","2017-02-24T11:25:48.112+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:27:43.605+0000","2017-02-24T11:27:43.603+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","epM9RSd8BVT","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:33:56.760+0000","2017-02-24T11:33:56.758+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","oxYQG9jGsbn","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:40:25.066+0000","2017-02-24T12:40:25.065+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","XLHZvwRqH69","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:56:21.918+0000","2017-02-24T12:56:21.915+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","Cr3Wn6726c6","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T12:59:49.122+0000","2017-02-24T12:59:49.117+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","Cr3Wn6726c6","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:59:54.054+0000","2017-02-24T12:59:54.051+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:05:03.356+0000","2017-02-22T14:05:03.351+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","CDRcCPeTpim","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:05:10.609+0000","2017-02-22T14:05:10.607+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","gyOabKSvwfZ","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:19:34.791+0000","2017-02-22T14:19:34.993+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","oxYQG9jGsbn","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:40:24.132+0000","2017-02-24T12:40:24.129+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","XLHZvwRqH69","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:56:23.921+0000","2017-02-24T12:56:23.919+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","Cr3Wn6726c6","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:59:57.955+0000","2017-02-24T12:59:57.953+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","gQaYL5j0hei","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:05:04.752+0000","2017-02-22T14:05:04.747+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","CDRcCPeTpim","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:07:06.726+0000","2017-02-22T14:07:06.724+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","gyOabKSvwfZ","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:07:31.559+0000","2017-02-22T14:07:31.554+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","bpis1Qwsa9w","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:07:32.314+0000","2017-02-22T14:07:32.310+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","MFwKKp5GeAt","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:07:33.030+0000","2017-02-22T14:07:33.020+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","CDRcCPeTpim","wGxoultJedR","wGxoultJedR","19","Emmanuel Menson","2017-02-22T14:16:54.066+0000","2017-02-22T14:16:54.063+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:17:42.647+0000","2017-02-22T14:17:42.638+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","cLp813cBWTe","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T12:19:06.325+0000","2017-02-24T12:19:06.321+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","XLHZvwRqH69","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T12:56:10.333+0000","2017-02-24T12:56:10.328+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","djTh19pqo2S","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:32:51.008+0000","2017-02-24T13:32:51.006+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","bpis1Qwsa9w","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:06:19.791+0000","2017-02-22T14:06:19.783+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","MFwKKp5GeAt","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:06:20.707+0000","2017-02-22T14:06:20.705+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","MFwKKp5GeAt","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:06:54.362+0000","2017-02-22T14:06:54.359+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-22T14:06:58.860+0000","2017-02-22T14:06:58.857+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","gyOabKSvwfZ","wGxoultJedR","wGxoultJedR","31","Emmanuel Menson","2017-02-22T14:10:04.158+0000","2017-02-22T14:10:04.156+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","CDRcCPeTpim","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-22T14:17:47.410+0000","2017-02-22T14:17:47.408+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","oFne9nSZf6o","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:25:45.673+0000","2017-02-24T11:25:45.671+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T11:27:15.661+0000","2017-02-24T11:27:15.658+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","epM9RSd8BVT","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T11:33:51.487+0000","2017-02-24T11:33:51.486+0000",FALSE,NA
